w1,w2,bigram,count,probability
right,way,right way,1,0.015873015873015872
call,down,call down,1,0.015873015873015872
suite,',suite ',1,0.015873015873015872
being,not,being not,1,0.015873015873015872
right,out,right out,1,0.015873015873015872
suite,(,suite (,1,0.015873015873015872
being,any,being any,1,0.015873015873015872
right,at,right at,1,0.015873015873015872
coffee,or,coffee or,1,0.015873015873015872
coffee,&,coffee &,1,0.015873015873015872
call,reception,call reception,1,0.015873015873015872
call,you,call you,1,0.015873015873015872
being,very,being very,1,0.015873015873015872
right,around,right around,1,0.015873015873015872
found,right,found right,1,0.015873015873015872
arrived,here,arrived here,1,0.015873015873015872
being,frustrated,being frustrated,1,0.015873015873015872
right,under,right under,1,0.015873015873015872
suite,as,suite as,1,0.015873015873015872
suite,hotel,suite hotel,1,0.015873015873015872
coffee,bar,coffee bar,1,0.015873015873015872
suite,complete,suite complete,1,0.015873015873015872
call,restaurant,call restaurant,1,0.015873015873015872
right,across,right across,1,0.015873015873015872
coffee,on,coffee on,1,0.015873015873015872
arrived,we,arrived we,1,0.015873015873015872
arrived,quickly,arrived quickly,1,0.015873015873015872
suite,!,suite !,1,0.015873015873015872
suite,upon,suite upon,1,0.015873015873015872
right,up,right up,1,0.015873015873015872
found,some,found some,1,0.015873015873015872
arrived,several,arrived several,1,0.015873015873015872
call,my,call my,1,0.015873015873015872
being,asked,being asked,1,0.015873015873015872
call,an,call an,1,0.015873015873015872
found,time,found time,1,0.015873015873015872
right,after,right after,1,0.015873015873015872
arrived,in,arrived in,1,0.015873015873015872
suite,provides,suite provides,1,0.015873015873015872
coffee,making,coffee making,1,0.015873015873015872
right,?,right ?,1,0.015873015873015872
arrived,<num>,arrived <num>,1,0.015873015873015872
being,windows,being windows,1,0.015873015873015872
right,above,right above,1,0.015873015873015872
arrived,upon,arrived upon,1,0.015873015873015872
suite,has,suite has,1,0.015873015873015872
being,<num>,being <num>,1,0.015873015873015872
arrived,for,arrived for,1,0.015873015873015872
being,stuck,being stuck,1,0.015873015873015872
right,there,right there,1,0.015873015873015872
being,still,being still,1,0.015873015873015872
right,downtown,right downtown,1,0.015873015873015872
suite,i,suite i,1,0.015873015873015872
right,-,right -,1,0.015873015873015872
call,a,call a,1,0.015873015873015872
arrived,so,arrived so,1,0.015873015873015872
being,told,being told,1,0.015873015873015872
call,someone,call someone,1,0.015873015873015872
found,if,found if,1,0.015873015873015872
found,.,found .,1,0.015873015873015872
being,worth,being worth,1,0.015873015873015872
right,to,right to,1,0.015873015873015872
arrived,;,arrived ;,1,0.015873015873015872
right,stuff,right stuff,1,0.015873015873015872
being,at,being at,1,0.015873015873015872
call,``,call ``,1,0.015873015873015872
suite,<UNK>,suite <UNK>,1,0.015873015873015872
coffee,complimentary,coffee complimentary,1,0.015873015873015872
call,was,call was,1,0.015873015873015872
being,confused,being confused,1,0.015873015873015872
right,back,right back,1,0.015873015873015872
call,without,call without,1,0.015873015873015872
being,extremely,being extremely,1,0.015873015873015872
being,such,being such,1,0.015873015873015872
found,was,found was,1,0.015873015873015872
right,this,right this,1,0.015873015873015872
right,down,right down,1,0.015873015873015872
call,ahead,call ahead,1,0.015873015873015872
being,left,being left,1,0.015873015873015872
found,long,found long,1,0.015873015873015872
found,us,found us,1,0.015873015873015872
call,so,call so,1,0.015873015873015872
being,treated,being treated,1,0.015873015873015872
found,'',found '',1,0.015873015873015872
call,him,call him,1,0.015873015873015872
the,location,the location,84,0.01586402266288952
that,are,that are,11,0.015827338129496403
to,have,to have,33,0.015781922525107604
i,got,i got,27,0.015771028037383176
service,in,service in,4,0.015748031496062992
service,i,service i,4,0.015748031496062992
some,cool,some cool,2,0.015748031496062992
some,business,some business,2,0.015748031496062992
some,street,some street,2,0.015748031496062992
some,-,some -,2,0.015748031496062992
service,were,service were,4,0.015748031496062992
some,signs,some signs,2,0.015748031496062992
some,cases,some cases,2,0.015748031496062992
you,were,you were,7,0.015730337078651686
it,had,it had,14,0.015730337078651686
just,before,just before,3,0.015706806282722512
just,not,just not,3,0.015706806282722512
just,about,just about,3,0.015706806282722512
just,spent,just spent,3,0.015706806282722512
just,one,just one,3,0.015706806282722512
not,even,not even,10,0.01567398119122257
two,.,two .,2,0.015625
two,adults,two adults,2,0.015625
back,later,back later,2,0.015625
back,with,back with,2,0.015625
reservation,within,reservation within,1,0.015625
weekend,this,weekend this,1,0.015625
reservation,the,reservation the,1,0.015625
reservation,over,reservation over,1,0.015625
two,years,two years,2,0.015625
back,into,back into,2,0.015625
two,bathrooms,two bathrooms,2,0.015625
reservation,thru,reservation thru,1,0.015625
reservation,paper,reservation paper,1,0.015625
weekend,here,weekend here,1,0.015625
<s>,<UNK>,<s> <UNK>,8,0.015625
weekend,before,weekend before,1,0.015625
reservation,(,reservation (,1,0.015625
weekend,i,weekend i,1,0.015625
back,<UNK>,back <UNK>,2,0.015625
weekend,that,weekend that,1,0.015625
reservation,to,reservation to,1,0.015625
did,nothing,did nothing,4,0.015625
back,about,back about,2,0.015625
back,room,back room,2,0.015625
weekend,;,weekend ;,1,0.015625
reservation,requests,reservation requests,1,0.015625
reservation,up,reservation up,1,0.015625
reservation,agent,reservation agent,1,0.015625
reservation,--,reservation --,1,0.015625
weekend,visit,weekend visit,1,0.015625
weekend,since,weekend since,1,0.015625
reservation,number,reservation number,1,0.015625
two,very,two very,2,0.015625
two,year,two year,2,0.015625
reservation,based,reservation based,1,0.015625
weekend,on,weekend on,1,0.015625
back,on,back on,2,0.015625
back,!,back !,2,0.015625
two,young,two young,2,0.015625
weekend,with,weekend with,1,0.015625
weekend,(,weekend (,1,0.015625
two,phone,two phone,2,0.015625
two,different,two different,2,0.015625
reservation,desk,reservation desk,1,0.015625
weekend,'',weekend '',1,0.015625
reservation,since,reservation since,1,0.015625
back,up,back up,2,0.015625
reservation,whatsoever,reservation whatsoever,1,0.015625
weekend,from,weekend from,1,0.015625
weekend,away,weekend away,1,0.015625
two,hours,two hours,2,0.015625
reservation,without,reservation without,1,0.015625
reservation,that,reservation that,1,0.015625
two,bed,two bed,2,0.015625
reservation,system,reservation system,1,0.015625
weekend,we,weekend we,1,0.015625
two,sides,two sides,2,0.015625
reservation,in,reservation in,1,0.015625
<s>,our,<s> our,8,0.015625
weekend,every,weekend every,1,0.015625
weekend,stay,weekend stay,1,0.015625
reservation,!,reservation !,1,0.015625
weekend,<UNK>,weekend <UNK>,1,0.015625
were,n't,were n't,9,0.015570934256055362
were,great,were great,9,0.015570934256055362
no,more,no more,4,0.01556420233463035
no,",","no ,",4,0.01556420233463035
no,way,no way,4,0.01556420233463035
bathroom,did,bathroom did,2,0.015503875968992248
clean,&,clean &,2,0.015503875968992248
bathroom,;,bathroom ;,2,0.015503875968992248
bathroom,floor,bathroom floor,2,0.015503875968992248
bathroom,had,bathroom had,2,0.015503875968992248
bathroom,:,bathroom :,2,0.015503875968992248
bathroom,for,bathroom for,2,0.015503875968992248
bathroom,which,bathroom which,2,0.015503875968992248
clean,with,clean with,2,0.015503875968992248
bathroom,that,bathroom that,2,0.015503875968992248
clean,(,clean (,2,0.015503875968992248
clean,as,clean as,2,0.015503875968992248
bathroom,were,bathroom were,2,0.015503875968992248
clean,;,clean ;,2,0.015503875968992248
hotel,!,hotel !,16,0.015488867376573089
(,even,( even,5,0.015479876160990712
is,that,is that,13,0.015457788347205707
is,also,is also,13,0.015457788347205707
close,at,close at,1,0.015384615384615385
close,and,close and,1,0.015384615384615385
close,building,close building,1,0.015384615384615385
close,but,close but,1,0.015384615384615385
close,its,close its,1,0.015384615384615385
close,",","close ,",1,0.015384615384615385
out,sofa,out sofa,3,0.015306122448979591
out,by,out by,3,0.015306122448979591
out,!,out !,3,0.015306122448979591
out,time,out time,3,0.015306122448979591
chicago,in,chicago in,5,0.01529051987767584
after,this,after this,2,0.015267175572519083
other,great,other great,2,0.015267175572519083
other,chicago,other chicago,2,0.015267175572519083
other,time,other time,2,0.015267175572519083
after,ten,after ten,2,0.015267175572519083
after,an,after an,2,0.015267175572519083
after,leaving,after leaving,2,0.015267175572519083
other,better,other better,2,0.015267175572519083
other,places,other places,2,0.015267175572519083
other,people,other people,2,0.015267175572519083
after,checking,after checking,2,0.015267175572519083
after,<num>pm,after <num>pm,2,0.015267175572519083
other,hand,other hand,2,0.015267175572519083
other,room,other room,2,0.015267175572519083
after,about,after about,2,0.015267175572519083
other,place,other place,2,0.015267175572519083
after,two,after two,2,0.015267175572519083
other,side,other side,2,0.015267175572519083
after,booking,after booking,2,0.015267175572519083
after,that,after that,2,0.015267175572519083
we,found,we found,17,0.015232974910394265
i,think,i think,26,0.015186915887850467
before,towels,before towels,1,0.015151515151515152
before,!,before !,1,0.015151515151515152
this,property,this property,9,0.015151515151515152
before,from,before from,1,0.015151515151515152
before,so,before so,1,0.015151515151515152
<num>th,day,<num>th day,1,0.015151515151515152
before,noon,before noon,1,0.015151515151515152
before,he,before he,1,0.015151515151515152
before,she,before she,1,0.015151515151515152
<num>th,...,<num>th ...,1,0.015151515151515152
before,but,before but,1,0.015151515151515152
<num>th,<UNK>,<num>th <UNK>,1,0.015151515151515152
before,it,before it,1,0.015151515151515152
before,hanging,before hanging,1,0.015151515151515152
<num>th,stay,<num>th stay,1,0.015151515151515152
<num>th,anniversary,<num>th anniversary,1,0.015151515151515152
before,your,before your,1,0.015151515151515152
before,coming,before coming,1,0.015151515151515152
before,check-in,before check-in,1,0.015151515151515152
before,spending,before spending,1,0.015151515151515152
before,when,before when,1,0.015151515151515152
<num>th,where,<num>th where,1,0.015151515151515152
before,calling,before calling,1,0.015151515151515152
before,school,before school,1,0.015151515151515152
before,opening,before opening,1,0.015151515151515152
before,me,before me,1,0.015151515151515152
our,suite,our suite,7,0.01511879049676026
our,experience,our experience,7,0.01511879049676026
our,guests,our guests,7,0.01511879049676026
in,",","in ,",19,0.015091342335186657
night,at,night at,3,0.01507537688442211
night,-,night -,3,0.01507537688442211
night,i,night i,3,0.01507537688442211
night,'s,night 's,3,0.01507537688442211
night,manager,night manager,3,0.01507537688442211
night,was,night was,3,0.01507537688442211
night,room,night room,3,0.01507537688442211
<UNK>,on,<UNK> on,91,0.015046296296296295
my,expectations,my expectations,8,0.015037593984962405
my,next,my next,8,0.015037593984962405
with,great,with great,9,0.015
with,our,with our,9,0.015
if,my,if my,3,0.015
if,the,if the,3,0.015
restaurant,without,restaurant without,1,0.014925373134328358
restaurant,but,restaurant but,1,0.014925373134328358
them,nicely,them nicely,1,0.014925373134328358
restaurant,--,restaurant --,1,0.014925373134328358
them,slightly,them slightly,1,0.014925373134328358
restaurant,twice,restaurant twice,1,0.014925373134328358
them,is,them is,1,0.014925373134328358
rooms,available,rooms available,3,0.014925373134328358
them,out,them out,1,0.014925373134328358
rooms,with,rooms with,3,0.014925373134328358
restaurant,last,restaurant last,1,0.014925373134328358
them,a,them a,1,0.014925373134328358
rooms,for,rooms for,3,0.014925373134328358
them,i,them i,1,0.014925373134328358
them,the,them the,1,0.014925373134328358
them,not,them not,1,0.014925373134328358
them,was,them was,1,0.014925373134328358
restaurant,called,restaurant called,1,0.014925373134328358
restaurant,i,restaurant i,1,0.014925373134328358
them,and,them and,1,0.014925373134328358
restaurant,?,restaurant ?,1,0.014925373134328358
rooms,have,rooms have,3,0.014925373134328358
restaurant,zest,restaurant zest,1,0.014925373134328358
restaurant,/,restaurant /,1,0.014925373134328358
them,but,them but,1,0.014925373134328358
restaurant,staff,restaurant staff,1,0.014925373134328358
restaurant,for,restaurant for,1,0.014925373134328358
them,of,them of,1,0.014925373134328358
restaurant,closed,restaurant closed,1,0.014925373134328358
staff,!,staff !,4,0.014925373134328358
staff,made,staff made,4,0.014925373134328358
them,right,them right,1,0.014925373134328358
them,know,them know,1,0.014925373134328358
staff,member,staff member,4,0.014925373134328358
restaurant,down,restaurant down,1,0.014925373134328358
them,check,them check,1,0.014925373134328358
them,having,them having,1,0.014925373134328358
them,almost,them almost,1,0.014925373134328358
restaurant,<UNK>,restaurant <UNK>,1,0.014925373134328358
them,up,them up,1,0.014925373134328358
them,for,them for,1,0.014925373134328358
rooms,-,rooms -,3,0.014925373134328358
them,(,them (,1,0.014925373134328358
restaurant,were,restaurant were,1,0.014925373134328358
restaurant,menu,restaurant menu,1,0.014925373134328358
them,directly,them directly,1,0.014925373134328358
rooms,to,rooms to,3,0.014925373134328358
restaurant,both,restaurant both,1,0.014925373134328358
restaurant,service,restaurant service,1,0.014925373134328358
them,shower,them shower,1,0.014925373134328358
them,again,them again,1,0.014925373134328358
